product_id,average_review_score,review_count,product_category_name
16ce899c7af0c99f46948734a0d00f0f,5.0,4821,papelaria
002af88741ba70c7b5cf4e4a0ad7ef85,5.0,3666,cool_stuff
c2c989ac5100e59a6c3d12b2c31a2c72,5.0,3576,moveis_decoracao
26c6145c9687019a428467c8852ae36b,5.0,2976,bebes
fd9f8eff0fa910129e366594485e00dd,5.0,2253,esporte_lazer
